x1,y1,x2,y2
-3.8649523049913603,-2.3750348631334317,-2.5776764577230256,-2.3750348631334317
-2.5776764577230256,-2.3750348631334317,-2.5776764577230256,-2.712725112189875
-3.8649523049913603,-2.3750348631334317,-3.8649523049913603,-2.55135320189677
-3.8649523049913603,-2.55135320189677,-3.8649523049913603,-3.0824903971110706
-3.8649523049913603,-3.0824903971110706,-2.559917103370558,-3.0824903971110706
-2.559917103370558,-3.0824903971110706,-2.559917103370558,-3.4884410280176836
-3.8649523049913603,-3.0824903971110706,-3.8649523049913603,-3.7925748848991594
-3.8649523049913603,-3.7925748848991594,-2.5888760199515892,-3.79257488489916
-3.8649523049913603,-4.477534295479452,-3.8649523049913603,-5.1608079451624675
-2.5540997409068207,-5.900416924594392,-3.8042792900936955,-5.900416924594392
-2.7453378608445904,-2.3750348631334317,-2.7453378608445904,-1.6727442820169525
-2.7453378608445904,-1.6727442820169525,-2.1201738216993347,-1.6727442820169525
-2.1201738216993347,-1.6727442820169525,-2.1201738216993347,1.7992882867731086
-2.1201738216993347,1.7992882867731086,-0.8031380853422334,1.7992882867731086
-0.788674791063962,1.1238169796200561,-0.788674791063962,0.6672417348274373
-0.8023402167209794,-1.2949464464274554,-0.8023402167209794,-1.6999165322554557
-2.027423905370081,-5.9912738578547735,-2.027423905370081,-6.3172260799419195
-2.027423905370081,-6.3172260799419195,-2.0274239053700813,-6.347935524698479
-2.5163563569925724,-6.5224799677622345,-2.516356356992573,-6.3172260799419195
-2.516356356992573,-6.3172260799419195,-2.516356356992573,-6.25992911262351
-2.1201738216993347,-0.31800458674954846,-0.8400347726312727,-0.31800458674954846
-2.1201738216993347,-0.9935570004743883,-0.8342698274860255,-0.9935570004743883
1.5599073254000144,-1.9118744281793487,-0.19441921147573787,-1.9118744281793487
-0.19441921147573787,-1.9118744281793487,-0.19441921147573787,-6.073051396744399
-0.19441921147573787,-6.073051396744399,-1.1892507232406466,-6.073051396744399
-1.1892507232406466,-6.073051396744399,-1.1892507232406466,-6.68278683943902
-1.1892507232406466,-6.68278683943902,-2.483601399838001,-6.68278683943902
-2.483601399838001,-6.68278683943902,-2.483601399838001,-7.346007847282291
-2.483601399838001,-7.346007847282291,-3.2644906510083054,-7.346007847282291
-3.2644906510083054,-7.346007847282291,-3.2644906510083054,-6.061092794462334
-3.2644906510083054,-6.061092794462334,-3.942193239638309,-6.061092794462334
-3.942193239638309,-6.061092794462334,-3.9421932396383093,-2.3290618363388274
-3.9421932396383093,-2.3290618363388274,-2.847303242848827,-2.329061836338827
-2.847303242848827,-2.329061836338827,-2.847303242848827,-1.6727442820169525
-2.847303242848827,-1.6727442820169525,-2.7453378608445904,-1.6727442820169525
1.5599073254000144,-1.9118744281793487,1.5599073254000144,1.0084374289369964
2.2017341071838263,1.0084374289369964,2.2017341071838263,2.309075300024898
2.2017341071838263,2.309075300024898,3.3148044427508805,2.309075300024898
3.254630368082326,6.012353802479908,2.7633325412446617,6.012353802479908
2.7633325412446617,6.012353802479908,2.7090730748828813,6.012353802479908
2.7090730748828813,6.012353802479908,2.7090730748828813,7.37104566259299
2.7090730748828813,7.37104566259299,1.9190277878048887,7.37104566259299
1.9190277878048887,7.37104566259299,1.9190277878048883,6.681490062778435
1.9190277878048883,6.681490062778435,1.9502561778717153,6.641123271796823
1.9502561778717153,6.641123271796823,1.9502561778717153,6.28199678602831
1.9502561778717153,6.28199678602831,1.9877302459519082,6.28199678602831
1.9877302459519082,6.28199678602831,1.9877302459519082,7.331270692273703
1.9877302459519082,7.331270692273703,2.585458793175934,7.331270692273703
2.585458793175934,7.331270692273703,2.585458793175934,6.025895385238737
2.585458793175934,6.025895385238737,1.9877302459519082,6.025895385238737
1.9877302459519082,6.025895385238737,1.9877302459519082,6.066520894567202
1.9877302459519082,6.066520894567202,1.9596246948917635,6.066520894567202
1.9596246948917635,6.066520894567202,1.9596246948917635,5.94785301231326
1.9596246948917635,5.94785301231326,2.0501870260855624,5.94785301231326
2.0501870260855624,5.94785301231326,2.0501870260855624,5.338899406010129
2.0501870260855624,5.338899406010129,2.079355555794899,5.338899406010129
2.079355555794899,5.338899406010129,2.079355555794899,5.938737745107822
2.079355555794899,5.938737745107822,3.143180678424513,5.938737745107822
3.143180678424513,5.766728349925661,3.192908300587287,5.766728349925661
3.192908300587287,5.766728349925661,3.192908300587287,5.096225427645815
3.192908300587287,5.096225427645815,2.0800421759140604,5.0962254276458125
2.0800421759140604,5.0962254276458125,2.0800421759140604,5.142160548589119
2.0800421759140604,5.142160548589119,2.053309865092245,5.142160548589119
2.053309865092245,5.142160548589119,2.053309865092244,5.028365104110213
2.053309865092244,5.028365104110213,2.095280012417446,5.0703352514354165
2.095280012417446,5.0703352514354165,3.1931461025314367,5.0703352514354165
3.1931461025314367,5.0703352514354165,3.1931461025314367,4.386433508971901
3.1931461025314367,4.386433508971901,2.0819138570065356,4.386433508971901
2.0819138570065356,4.386433508971901,2.0819138570065356,4.820508130900799
2.0819138570065356,4.820508130900799,2.045314588310523,4.820508130900799
2.045314588310523,4.820508130900799,2.045314588310523,4.311485372811516
2.045314588310523,4.311485372811516,2.0704854796289998,4.311485372811516
2.0704854796289998,4.311485372811516,2.0704854796289998,4.352082279898391
2.0704854796289998,4.352082279898391,3.146303517431196,4.352082279898391
3.146303517431196,4.352082279898391,3.146303517431196,4.031602823101826
3.146303517431196,4.031602823101826,3.1943190634231904,4.031602823101826
3.1943190634231904,4.031602823101826,3.1943190634231904,3.3394211675020786
3.1943190634231904,3.3394211675020786,2.4763583588115874,3.339421167502079
2.4763583588115874,3.339421167502079,2.1183492435935483,3.4888510590713473
2.1183492435935483,3.4888510590713473,2.082336638358486,4.09506324719489
2.082336638358486,4.09506324719489,2.0553599933654048,4.093460674225004
2.0553599933654048,4.093460674225004,2.093351934977229,3.453929657092604
2.093351934977229,3.453929657092604,2.263432894068967,3.382553388661849
2.263432894068967,3.382553388661849,2.2401938861149344,3.3271776615741127
2.2401938861149344,3.3271776615741127,2.2518133900919506,3.3223014141721423
2.299425920570077,3.3674485354501926,2.44101252020636,3.3080302255123573
2.44101252020636,3.3080302255123573,3.186726919084699,3.3080302255123573
3.186726919084699,3.3080302255123573,3.1867269190846996,2.6403081200291916
3.1867269190846996,2.6403081200291916,3.143851169926162,2.6403081200291916
3.143851169926162,2.6403081200291916,3.143851169926162,2.5025927595238966
3.143851169926162,2.5025927595238966,2.0732257650944272,2.5025927595238966
2.0732257650944272,2.5025927595238966,2.073225765094428,2.85058313523802
2.040049417405892,2.863486055581514,2.040049417405892,2.4546024718306505
2.040049417405892,2.4546024718306505,2.0990097285308367,2.454602471830651
2.0990097285308367,2.454602471830651,2.099009728530838,1.676771124551739
2.099009728530838,1.676771124551739,1.9215444777325148,1.676771124551739
1.9215444777325148,1.676771124551739,1.9215444777325148,1.6256505885103771
1.9215444777325148,1.6256505885103771,2.09217680796133,1.6256505885103771
2.09217680796133,1.6256505885103771,2.09217680796133,1.170074126147599
2.09217680796133,1.170074126147599,1.489239930009324,1.1700741261475989
1.489239930009324,1.1700741261475989,1.4892399300093242,1.6195940778599602
1.6245743673163784,1.6195940778599602,1.624574367316378,1.6838745375364397
1.624574367316378,1.6838745375364397,1.490754057671928,1.6838745375364397
1.490754057671928,1.6838745375364397,1.490754057671928,1.8631214259365865
1.490754057671928,1.8631214259365865,1.349710816191707,1.8631214259365865
1.349710816191707,1.8631214259365865,1.3180212497221044,1.829635007138376
1.032503675268608,1.7995401640809385,0.2885236013930152,1.7995401640809383
0.2885236013930152,1.7995401640809383,0.28852360139301525,1.8647859519986283
0.28852360139301525,1.8647859519986283,0.2140294857721248,1.8647859519986283
0.2140294857721248,1.8647859519986283,0.21402948577212474,1.7971396627404148
0.21402948577212474,1.7971396627404148,-0.17951793333145355,1.7971396627404148
-0.17951793333145355,1.7971396627404148,-0.17951793333145352,1.8592784474889688
-0.17951793333145352,1.8592784474889688,-0.3667345472212411,1.8592784474889688
-0.3667345472212411,1.8592784474889688,-0.36673454722124105,1.3591702511845272
-0.36673454722124105,1.3591702511845272,-0.32180255988769196,1.3591702511845272
-0.32180255988769196,1.3591702511845272,-0.3218025598876919,1.3798177583840592
-0.07842096183096839,1.3798177583840592,-0.07842096183096825,1.763805967736991
